user_id,product_id,purchase_date,quantity,price_paid_per_unit,total_price_paid,discount_percent,product_diet_type,user_diet_type
U0111,P0498,2025-06-19,2,364.3,728.6,0,green,green
U0052,P0448,2025-06-27,3,222.35,667.05,50,green,yellow
U0214,P0214,2025-06-20,3,327.11,981.33,30,green,yellow
U0246,P0287,2025-05-19,1,206.57,206.57,30,green,green
U0146,P0033,2025-06-14,1,145.14,145.14,30,green,red
U0043,P0446,2025-06-04,1,230.0,230.0,10,green,green
U0197,P0248,2025-06-26,3,316.9,950.7,20,green,green
U0193,P0022,2025-06-26,3,303.04,909.12,10,red,red
U0168,P0152,2025-06-25,2,296.35,592.7,0,green,green
U0106,P0461,2025-06-12,2,269.92,539.84,20,red,red
U0150,P0314,2025-06-28,3,78.34,235.02,50,green,red
U0286,P0274,2025-06-20,2,115.02,230.04,20,yellow,yellow
U0036,P0316,2025-06-24,3,126.65,379.95,40,green,green
U0041,P0116,2025-05-10,3,63.31,189.93,10,green,red
U0225,P0499,2025-06-25,3,354.69,1064.07,0,green,green
U0244,P0404,2025-05-20,1,310.93,310.93,30,green,green
U0275,P0419,2025-06-23,2,326.96,653.92,10,green,green
U0257,P0169,2025-05-31,3,310.06,930.18,20,green,yellow
U0031,P0217,2025-06-03,3,58.48,175.44,40,green,red
U0271,P0207,2025-05-29,2,157.62,315.24,20,red,red
U0037,P0125,2025-05-31,2,93.18,186.36,30,green,yellow
U0009,P0079,2025-06-22,3,491.69,1475.07,0,red,red
U0156,P0135,2025-05-19,3,49.56,148.68,50,green,red
U0259,P0137,2025-06-15,1,168.92,168.92,30,green,red
U0118,P0318,2025-06-20,2,104.37,208.74,50,red,red
U0143,P0443,2025-06-27,2,214.5,429.0,50,green,green
U0104,P0174,2025-05-19,1,166.17,166.17,40,yellow,red
U0071,P0121,2025-06-08,2,176.89,353.78,40,red,red
U0204,P0011,2025-06-03,1,393.32,393.32,0,green,green
U0102,P0352,2025-06-26,2,208.64,417.28,0,yellow,red
U0039,P0188,2025-05-26,1,345.77,345.77,30,green,green
U0242,P0325,2025-05-30,3,203.38,610.14,50,green,yellow
U0076,P0135,2025-05-31,1,49.56,49.56,50,green,green
U0197,P0242,2025-06-27,2,244.59,489.18,0,green,green
U0025,P0484,2025-06-21,3,111.77,335.31,0,green,green
U0187,P0415,2025-06-26,2,205.99,411.98,0,green,yellow
U0006,P0475,2025-06-25,3,233.67,701.01,30,green,red
U0055,P0095,2025-06-28,3,123.72,371.16,30,green,green
U0196,P0100,2025-05-17,1,384.09,384.09,10,red,red
U0062,P0243,2025-05-02,3,426.56,1279.68,10,yellow,red
U0059,P0363,2025-05-20,2,394.31,788.62,10,yellow,yellow
U0049,P0400,2025-06-27,2,38.96,77.92,30,green,green
U0077,P0104,2025-06-25,3,75.46,226.38,50,green,green
U0187,P0206,2025-06-27,3,178.51,535.53,0,yellow,yellow
U0198,P0044,2025-06-10,3,96.24,288.72,20,green,green
U0183,P0434,2025-06-25,2,425.02,850.04,10,yellow,red
U0079,P0231,2025-06-16,3,294.79,884.37,40,green,yellow
U0286,P0256,2025-06-23,1,241.01,241.01,20,green,yellow
U0061,P0242,2025-05-31,1,244.59,244.59,0,green,yellow
U0030,P0460,2025-06-21,1,188.45,188.45,40,green,green
U0095,P0151,2025-06-21,3,120.46,361.38,50,yellow,red
U0135,P0456,2025-05-06,3,46.0,138.0,40,red,red
U0280,P0217,2025-06-28,1,58.48,58.48,40,green,green
U0122,P0077,2025-06-19,3,302.07,906.21,0,red,red
U0182,P0417,2025-06-20,3,161.46,484.38,50,green,green
U0150,P0475,2025-06-26,2,233.67,467.34,30,green,red
U0242,P0363,2025-05-19,3,394.31,1182.93,10,yellow,yellow
U0186,P0389,2025-06-04,3,201.22,603.66,10,green,green
U0083,P0006,2025-06-16,3,184.06,552.18,0,green,yellow
U0264,P0474,2025-06-06,3,393.8,1181.4,20,red,red
U0233,P0375,2025-06-27,3,215.23,645.69,40,yellow,red
U0115,P0299,2025-06-27,2,83.94,167.88,40,green,green
U0158,P0285,2025-05-27,3,280.76,842.28,40,red,red
U0027,P0427,2025-06-28,2,129.48,258.96,50,green,green
U0297,P0280,2025-06-24,3,307.25,921.75,0,green,yellow
U0080,P0432,2025-06-16,3,214.35,643.05,50,yellow,yellow
U0268,P0428,2025-06-16,1,490.45,490.45,0,green,red
U0022,P0389,2025-06-07,2,201.22,402.44,10,green,red
U0000,P0354,2025-06-09,3,171.64,514.92,10,green,green
U0022,P0127,2025-05-29,1,185.5,185.5,10,green,red
U0167,P0314,2025-06-18,1,78.34,78.34,50,green,green
U0027,P0179,2025-06-27,1,225.43,225.43,50,green,green
U0235,P0121,2025-06-08,2,176.89,353.78,40,red,red
U0260,P0426,2025-06-11,2,272.26,544.52,40,green,red
U0187,P0418,2025-06-27,3,243.4,730.2,50,yellow,yellow
U0096,P0347,2025-06-03,3,122.25,366.75,40,yellow,red
U0046,P0068,2025-06-22,1,105.08,105.08,10,green,green
U0189,P0110,2025-06-28,3,260.15,780.45,30,green,green
U0236,P0036,2025-06-17,3,86.94,260.82,10,green,green
U0117,P0057,2025-06-20,3,72.76,218.28,30,yellow,yellow
U0250,P0253,2025-05-25,1,213.85,213.85,20,red,red
U0149,P0124,2025-06-13,2,66.25,132.5,0,green,yellow
U0215,P0306,2025-06-19,2,163.15,326.3,40,green,red
U0212,P0376,2025-06-20,3,479.94,1439.82,0,green,green
U0272,P0138,2025-06-01,1,212.0,212.0,10,green,yellow
U0000,P0437,2025-06-19,2,321.97,643.94,10,green,green
U0257,P0053,2025-06-27,1,144.01,144.01,50,green,yellow
U0272,P0294,2025-06-02,3,61.05,183.15,30,yellow,yellow
U0009,P0346,2025-06-24,2,126.83,253.66,0,green,red
U0281,P0323,2025-06-18,1,259.83,259.83,20,green,green
U0086,P0242,2025-05-03,1,244.59,244.59,0,green,green
U0203,P0043,2025-05-29,1,133.13,133.13,20,green,green
U0018,P0161,2025-06-19,1,81.39,81.39,50,green,green
U0291,P0165,2025-06-16,3,341.35,1024.05,0,green,red
U0233,P0125,2025-06-14,2,93.18,186.36,30,green,red
U0029,P0275,2025-06-20,1,265.49,265.49,0,yellow,red
U0211,P0322,2025-06-05,1,406.68,406.68,10,green,green
U0121,P0438,2025-06-01,3,257.54,772.62,10,green,green
U0253,P0072,2025-05-11,1,229.3,229.3,40,green,green
U0246,P0168,2025-06-27,1,92.96,92.96,50,green,green
U0110,P0263,2025-06-09,3,168.95,506.85,50,green,red
U0102,P0045,2025-06-15,1,159.88,159.88,50,red,red
U0253,P0158,2025-06-05,3,220.54,661.62,40,green,green
U0055,P0397,2025-06-23,2,248.44,496.88,40,green,green
U0181,P0265,2025-06-16,2,58.11,116.22,30,green,red
U0247,P0416,2025-06-28,2,60.89,121.78,0,yellow,red
U0223,P0152,2025-05-31,1,296.35,296.35,0,green,yellow
U0167,P0269,2025-06-04,2,348.58,697.16,20,green,green
U0254,P0162,2025-06-04,3,202.16,606.48,50,green,green
U0118,P0498,2025-05-29,3,364.3,1092.9,0,green,red
U0093,P0477,2025-05-25,3,183.94,551.82,40,green,green
U0061,P0082,2025-05-21,2,30.85,61.7,40,green,yellow
U0218,P0095,2025-06-28,3,123.72,371.16,30,green,green
U0021,P0329,2025-06-05,1,262.02,262.02,40,green,red
U0101,P0251,2025-06-05,2,374.87,749.74,20,green,red
U0010,P0166,2025-06-11,1,242.07,242.07,50,green,green
U0046,P0168,2025-06-25,3,92.96,278.88,50,green,green
U0260,P0278,2025-06-02,1,147.06,147.06,50,red,red
U0257,P0448,2025-06-27,1,222.35,222.35,50,green,yellow
U0219,P0058,2025-06-27,2,283.64,567.28,30,green,yellow
U0020,P0209,2025-06-22,1,115.46,115.46,0,red,red
U0210,P0016,2025-06-27,1,312.57,312.57,20,green,red
U0031,P0276,2025-06-15,1,90.24,90.24,30,red,red
U0172,P0357,2025-05-18,3,75.67,227.01,50,green,green
U0195,P0125,2025-06-08,3,93.18,279.54,30,green,yellow
U0119,P0196,2025-05-18,2,151.43,302.86,40,green,yellow
U0212,P0036,2025-06-10,3,86.94,260.82,10,green,green
U0039,P0437,2025-06-25,3,321.97,965.91,10,green,green
U0215,P0127,2025-06-03,2,185.5,371.0,10,green,red
U0148,P0091,2025-06-27,2,92.9,185.8,50,yellow,yellow
U0019,P0427,2025-06-19,1,129.48,129.48,50,green,red
U0087,P0349,2025-06-21,1,167.14,167.14,40,yellow,red
U0269,P0108,2025-06-28,3,235.74,707.22,0,green,yellow
U0255,P0099,2025-06-17,2,277.94,555.88,10,green,yellow
U0146,P0352,2025-06-18,3,208.64,625.92,0,yellow,red
U0072,P0068,2025-06-22,2,105.08,210.16,10,green,yellow
U0264,P0433,2025-06-28,3,139.55,418.65,40,red,red
U0112,P0280,2025-05-25,1,307.25,307.25,0,green,yellow
U0086,P0188,2025-05-14,3,345.77,1037.31,30,green,green
U0284,P0207,2025-06-14,2,157.62,315.24,20,red,red
U0051,P0124,2025-06-17,2,66.25,132.5,0,green,yellow
U0020,P0068,2025-06-26,2,105.08,210.16,10,green,red
U0019,P0323,2025-06-22,1,259.83,259.83,20,green,red
U0094,P0166,2025-05-27,3,242.07,726.21,50,green,red
U0209,P0268,2025-06-10,3,489.46,1468.38,0,green,green
U0100,P0189,2025-05-11,2,150.59,301.18,30,red,red
U0284,P0176,2025-06-02,3,153.59,460.77,0,red,red
U0122,P0491,2025-06-15,3,253.64,760.92,40,green,red
U0110,P0323,2025-06-26,3,259.83,779.49,20,green,red
U0221,P0329,2025-06-23,1,262.02,262.02,40,green,green
U0002,P0366,2025-06-27,2,291.72,583.44,0,green,green
U0067,P0274,2025-06-27,2,115.02,230.04,20,yellow,red
U0226,P0456,2025-06-23,2,46.0,92.0,40,red,red
U0157,P0134,2025-06-03,3,195.61,586.83,0,red,red
U0268,P0231,2025-05-22,3,294.79,884.37,40,green,red
U0284,P0396,2025-06-03,1,193.03,193.03,10,red,red
U0100,P0448,2025-06-26,1,222.35,222.35,50,green,red
U0083,P0138,2025-06-24,2,212.0,424.0,10,green,yellow
U0267,P0364,2025-05-28,1,302.31,302.31,0,yellow,red
U0277,P0465,2025-06-14,1,31.28,31.28,50,green,red
U0088,P0279,2025-06-21,2,261.23,522.46,20,red,red
U0022,P0368,2025-06-15,1,175.22,175.22,20,red,red
U0083,P0093,2025-06-26,2,157.54,315.08,20,green,yellow
U0083,P0263,2025-05-22,3,168.95,506.85,50,green,yellow
U0104,P0464,2025-06-10,2,186.95,373.9,50,green,red
U0023,P0303,2025-06-27,1,269.46,269.46,30,green,yellow
U0181,P0137,2025-06-08,3,168.92,506.76,30,green,red
U0276,P0281,2025-06-04,1,346.43,346.43,0,green,green
U0198,P0029,2025-06-03,1,421.73,421.73,0,green,green
U0240,P0122,2025-06-20,3,113.14,339.42,10,yellow,red
U0266,P0167,2025-05-21,1,158.52,158.52,40,green,yellow
U0140,P0346,2025-06-23,1,126.83,126.83,0,green,red
U0299,P0184,2025-06-26,2,222.97,445.94,50,yellow,yellow
U0188,P0023,2025-06-19,2,324.03,648.06,20,yellow,red
U0234,P0169,2025-05-27,1,310.06,310.06,20,green,green
U0042,P0452,2025-05-23,3,292.08,876.24,20,green,red
U0109,P0029,2025-05-21,1,421.73,421.73,0,green,green
U0132,P0325,2025-06-05,3,203.38,610.14,50,green,yellow
U0238,P0300,2025-06-28,1,154.57,154.57,0,green,green
U0056,P0482,2025-06-26,3,252.38,757.14,30,green,green
U0150,P0057,2025-06-23,1,72.76,72.76,30,yellow,red
U0234,P0202,2025-06-21,1,157.68,157.68,50,green,green
U0236,P0325,2025-06-15,2,203.38,406.76,50,green,green
U0268,P0328,2025-06-21,1,39.35,39.35,40,green,red
U0213,P0377,2025-05-17,2,45.7,91.4,20,green,green
U0170,P0198,2025-06-13,2,278.39,556.78,0,green,red
U0129,P0385,2025-05-31,1,70.03,70.03,20,green,red
U0099,P0116,2025-05-14,2,63.31,126.62,10,green,green
U0119,P0314,2025-06-22,1,78.34,78.34,50,green,yellow
U0073,P0033,2025-05-22,2,145.14,290.28,30,green,yellow
U0012,P0293,2025-05-17,3,63.64,190.92,0,green,green
U0181,P0097,2025-06-24,1,72.35,72.35,10,yellow,red
U0023,P0411,2025-06-23,3,74.12,222.36,30,green,yellow
U0137,P0290,2025-06-01,3,69.18,207.54,50,yellow,yellow
U0052,P0261,2025-06-01,1,344.22,344.22,0,yellow,yellow
U0152,P0425,2025-06-10,1,135.44,135.44,30,yellow,red
U0075,P0265,2025-06-02,3,58.11,174.33,30,green,yellow
U0196,P0218,2025-06-15,2,268.11,536.22,0,red,red
U0299,P0314,2025-06-04,3,78.34,235.02,50,green,yellow
U0171,P0266,2025-06-11,2,249.82,499.64,40,red,red
U0299,P0072,2025-06-01,1,229.3,229.3,40,green,yellow
U0159,P0117,2025-06-18,2,174.34,348.68,50,red,red
U0044,P0494,2025-06-28,1,371.01,371.01,0,red,red
U0196,P0346,2025-06-22,2,126.83,253.66,0,green,red
U0239,P0094,2025-06-19,3,43.87,131.61,30,green,red
U0256,P0098,2025-06-20,3,145.02,435.06,0,green,green
U0077,P0468,2025-06-05,1,175.98,175.98,20,green,green
U0006,P0378,2025-05-24,3,232.91,698.73,30,red,red
U0062,P0134,2025-06-16,3,195.61,586.83,0,red,red
U0275,P0135,2025-05-18,1,49.56,49.56,50,green,green
U0228,P0436,2025-05-13,2,182.83,365.66,50,green,green
U0020,P0219,2025-06-06,3,243.75,731.25,50,green,red
U0114,P0299,2025-05-28,2,83.94,167.88,40,green,yellow
U0288,P0104,2025-06-12,1,75.46,75.46,50,green,green
U0080,P0364,2025-06-16,1,302.31,302.31,0,yellow,yellow
U0021,P0231,2025-06-07,1,294.79,294.79,40,green,red
U0172,P0135,2025-05-31,2,49.56,99.12,50,green,green
U0223,P0110,2025-06-28,2,260.15,520.3,30,green,yellow
U0073,P0471,2025-06-27,3,292.35,877.05,0,green,yellow
U0011,P0361,2025-06-09,1,258.48,258.48,30,yellow,red
U0244,P0125,2025-06-27,1,93.18,93.18,30,green,green
U0208,P0396,2025-05-17,3,193.03,579.09,10,red,red
U0240,P0398,2025-06-05,3,132.73,398.19,40,yellow,red
U0186,P0406,2025-05-29,2,239.0,478.0,0,green,green
U0123,P0468,2025-06-23,3,175.98,527.94,20,green,yellow
U0046,P0482,2025-06-19,2,252.38,504.76,30,green,green
U0149,P0214,2025-06-01,3,327.11,981.33,30,green,yellow
U0166,P0168,2025-06-23,2,92.96,185.92,50,green,yellow
U0110,P0096,2025-06-08,1,114.56,114.56,20,green,red
U0205,P0120,2025-06-20,3,349.8,1049.4,30,green,green
U0236,P0030,2025-05-31,3,182.31,546.93,30,green,green
U0010,P0374,2025-06-16,3,151.37,454.11,50,green,green
U0288,P0075,2025-06-27,2,212.94,425.88,50,green,green
U0248,P0471,2025-06-27,3,292.35,877.05,0,green,yellow
U0278,P0162,2025-06-11,3,202.16,606.48,50,green,yellow
U0099,P0437,2025-06-22,1,321.97,321.97,10,green,green
U0014,P0075,2025-06-26,1,212.94,212.94,50,green,green
U0213,P0069,2025-06-17,3,247.97,743.91,40,green,green
U0042,P0317,2025-06-24,2,253.78,507.56,0,red,red
U0140,P0210,2025-06-20,2,258.92,517.84,30,red,red
U0048,P0169,2025-06-28,3,310.06,930.18,20,green,yellow
U0223,P0227,2025-06-27,3,178.55,535.65,30,yellow,yellow
U0049,P0493,2025-06-28,2,394.25,788.5,0,green,green
U0008,P0204,2025-05-25,1,31.66,31.66,50,red,red
U0063,P0219,2025-06-15,2,243.75,487.5,50,green,green
U0074,P0486,2025-06-27,3,215.34,646.02,40,red,red
U0186,P0419,2025-06-20,2,326.96,653.92,10,green,green
U0239,P0166,2025-05-15,3,242.07,726.21,50,green,red
U0043,P0403,2025-06-10,2,133.97,267.94,30,green,green
U0145,P0334,2025-06-16,2,79.9,159.8,20,red,red
U0158,P0137,2025-06-19,1,168.92,168.92,30,green,red
U0224,P0092,2025-06-09,1,59.5,59.5,30,red,red
U0048,P0187,2025-06-10,3,30.74,92.22,40,green,yellow
U0005,P0000,2025-06-20,1,248.58,248.58,50,red,red
U0217,P0262,2025-06-17,2,130.84,261.68,40,red,red
U0074,P0431,2025-06-09,2,358.92,717.84,20,yellow,red
U0299,P0412,2025-05-21,3,465.5,1396.5,0,yellow,yellow
U0190,P0366,2025-06-25,3,291.72,875.16,0,green,yellow
U0136,P0105,2025-06-21,2,195.46,390.92,50,green,green
U0065,P0332,2025-06-22,3,97.32,291.96,0,red,red
U0240,P0024,2025-06-25,1,87.18,87.18,20,red,red
U0023,P0499,2025-06-25,3,354.69,1064.07,0,green,yellow
U0099,P0031,2025-05-19,3,327.73,983.19,0,green,green
U0115,P0119,2025-06-01,3,117.1,351.3,30,green,green
U0224,P0348,2025-06-25,3,280.65,841.95,0,red,red
U0010,P0417,2025-06-24,3,161.46,484.38,50,green,green
U0258,P0251,2025-06-06,2,374.87,749.74,20,green,green
U0098,P0135,2025-05-22,2,49.56,99.12,50,green,yellow
U0018,P0448,2025-06-25,1,222.35,222.35,50,green,green
U0180,P0394,2025-05-17,3,26.84,80.52,50,green,green
U0112,P0076,2025-06-24,1,119.22,119.22,0,yellow,yellow
U0142,P0102,2025-06-26,1,299.88,299.88,10,red,red
U0051,P0325,2025-06-11,2,203.38,406.76,50,green,yellow
U0229,P0203,2025-06-21,1,49.75,49.75,40,red,red
U0076,P0499,2025-06-18,2,354.69,709.38,0,green,green
U0004,P0039,2025-06-22,1,139.15,139.15,20,green,green
U0036,P0491,2025-06-20,1,253.64,253.64,40,green,green
U0210,P0458,2025-06-17,3,205.1,615.3,40,green,red
U0021,P0361,2025-06-04,3,258.48,775.44,30,yellow,red
U0235,P0020,2025-05-27,1,90.6,90.6,20,yellow,red
U0061,P0080,2025-06-24,2,316.96,633.92,30,green,yellow
U0105,P0426,2025-06-10,2,272.26,544.52,40,green,green
U0121,P0055,2025-06-07,3,441.4,1324.2,0,green,green
U0151,P0301,2025-05-29,1,74.94,74.94,40,green,red
U0071,P0178,2025-06-28,1,345.84,345.84,30,red,red
U0046,P0171,2025-06-24,1,215.3,215.3,30,green,green
U0051,P0300,2025-06-18,3,154.57,463.71,0,green,yellow
U0114,P0131,2025-06-16,3,333.82,1001.46,20,green,yellow
U0262,P0195,2025-06-27,2,106.57,213.14,40,green,yellow
U0158,P0150,2025-06-19,3,265.56,796.68,30,red,red
U0100,P0182,2025-06-28,1,66.3,66.3,30,red,red
U0164,P0073,2025-06-21,1,236.53,236.53,40,green,green
U0137,P0111,2025-06-22,3,130.21,390.63,50,yellow,yellow
U0168,P0479,2025-06-26,1,149.62,149.62,20,green,green
U0258,P0137,2025-06-12,1,168.92,168.92,30,green,green
U0242,P0152,2025-06-18,1,296.35,296.35,0,green,yellow
U0139,P0366,2025-06-07,3,291.72,875.16,0,green,green
U0268,P0414,2025-06-21,3,255.74,767.22,20,green,red
U0154,P0158,2025-05-26,2,220.54,441.08,40,green,yellow
U0288,P0081,2025-06-22,2,277.13,554.26,10,green,green
U0031,P0047,2025-06-27,1,120.16,120.16,30,red,red
U0230,P0300,2025-06-13,2,154.57,309.14,0,green,yellow
U0153,P0357,2025-05-12,2,75.67,151.34,50,green,green
U0120,P0120,2025-06-14,2,349.8,699.6,30,green,green
U0265,P0468,2025-05-16,3,175.98,527.94,20,green,green
U0040,P0172,2025-06-14,2,179.4,358.8,0,green,red
U0254,P0124,2025-06-25,2,66.25,132.5,0,green,green
U0238,P0191,2025-06-28,2,170.52,341.04,0,green,green
U0288,P0254,2025-06-16,1,105.25,105.25,50,green,green
U0047,P0475,2025-06-26,2,233.67,467.34,30,green,red
U0212,P0346,2025-06-20,1,126.83,126.83,0,green,green
U0236,P0346,2025-06-23,3,126.83,380.49,0,green,green
U0031,P0395,2025-06-22,2,270.01,540.02,40,red,red
U0022,P0151,2025-06-09,1,120.46,120.46,50,yellow,red
U0100,P0181,2025-05-07,2,115.28,230.56,50,yellow,red
U0218,P0179,2025-06-27,1,225.43,225.43,50,green,green
U0121,P0475,2025-06-25,1,233.67,233.67,30,green,green
U0202,P0237,2025-06-28,3,193.92,581.76,50,green,green
U0040,P0264,2025-06-28,2,307.1,614.2,10,green,red
U0227,P0338,2025-06-23,1,102.98,102.98,40,red,red
U0072,P0174,2025-05-25,3,166.17,498.51,40,yellow,yellow
U0016,P0406,2025-06-16,2,239.0,478.0,0,green,green
U0264,P0208,2025-06-22,3,66.14,198.42,50,red,red
U0104,P0400,2025-06-20,2,38.96,77.92,30,green,red
U0183,P0392,2025-05-23,1,124.88,124.88,40,red,red
U0273,P0402,2025-06-28,2,281.92,563.84,40,green,green
U0010,P0078,2025-06-10,2,35.42,70.84,40,green,green
U0070,P0375,2025-06-24,1,215.23,215.23,40,yellow,yellow
U0039,P0219,2025-06-17,3,243.75,731.25,50,green,green
U0084,P0144,2025-06-26,2,458.49,916.98,0,yellow,red
U0007,P0264,2025-06-25,2,307.1,614.2,10,green,yellow
U0100,P0421,2025-06-15,2,490.27,980.54,0,yellow,red
U0047,P0315,2025-06-20,1,340.4,340.4,30,green,red
U0150,P0359,2025-06-08,2,329.73,659.46,10,red,red
U0200,P0054,2025-06-05,2,154.95,309.9,20,red,red
U0165,P0044,2025-06-14,2,96.24,192.48,20,green,green
U0113,P0494,2025-06-28,1,371.01,371.01,0,red,red
U0139,P0468,2025-06-09,1,175.98,175.98,20,green,green
U0184,P0489,2025-06-25,1,159.82,159.82,30,green,red
U0191,P0029,2025-05-25,1,421.73,421.73,0,green,red
U0005,P0206,2025-06-11,2,178.51,357.02,0,yellow,red
U0180,P0482,2025-06-25,1,252.38,252.38,30,green,green
U0045,P0367,2025-06-14,1,121.22,121.22,20,green,green
U0197,P0168,2025-06-24,2,92.96,185.92,50,green,green
U0132,P0062,2025-06-06,1,277.32,277.32,10,yellow,yellow
U0012,P0419,2025-06-21,1,326.96,326.96,10,green,green
U0224,P0140,2025-06-17,2,406.15,812.3,0,green,red
U0115,P0482,2025-06-07,3,252.38,757.14,30,green,green
U0186,P0029,2025-05-31,1,421.73,421.73,0,green,green
U0254,P0306,2025-06-15,3,163.15,489.45,40,green,green
U0176,P0072,2025-06-01,2,229.3,458.6,40,green,green
U0187,P0152,2025-06-08,2,296.35,592.7,0,green,yellow
U0225,P0242,2025-05-13,3,244.59,733.77,0,green,green
U0058,P0195,2025-06-28,3,106.57,319.71,40,green,yellow
U0003,P0057,2025-06-17,2,72.76,145.52,30,yellow,yellow
U0227,P0033,2025-06-15,1,145.14,145.14,30,green,red
U0044,P0186,2025-06-09,1,346.98,346.98,30,yellow,red
U0039,P0254,2025-06-22,3,105.25,315.75,50,green,green
U0041,P0120,2025-06-23,1,349.8,349.8,30,green,red
U0176,P0140,2025-06-22,3,406.15,1218.45,0,green,green
U0199,P0112,2025-06-03,1,131.79,131.79,20,red,red
U0030,P0406,2025-05-22,3,239.0,717.0,0,green,green
U0111,P0131,2025-06-07,2,333.82,667.64,20,green,green
U0239,P0186,2025-06-01,1,346.98,346.98,30,yellow,red
U0196,P0406,2025-05-30,1,239.0,239.0,0,green,red
U0247,P0323,2025-06-12,1,259.83,259.83,20,green,red
U0013,P0452,2025-05-20,1,292.08,292.08,20,green,green
U0134,P0142,2025-06-10,3,79.44,238.32,10,green,green
U0208,P0315,2025-06-15,1,340.4,340.4,30,green,red
U0282,P0075,2025-06-27,2,212.94,425.88,50,green,red
U0260,P0070,2025-05-31,2,84.41,168.82,10,red,red
U0244,P0444,2025-06-11,2,443.4,886.8,0,green,green
U0087,P0242,2025-06-20,2,244.59,489.18,0,green,red
U0299,P0165,2025-06-12,1,341.35,341.35,0,green,yellow
U0086,P0322,2025-06-19,2,406.68,813.36,10,green,green
U0131,P0443,2025-06-22,3,214.5,643.5,50,green,red
U0164,P0154,2025-06-03,3,127.48,382.44,50,green,green
U0125,P0449,2025-06-21,2,260.7,521.4,10,green,green
U0150,P0065,2025-06-27,2,241.34,482.68,30,yellow,red
U0291,P0231,2025-05-22,2,294.79,589.58,40,green,red
U0287,P0385,2025-06-18,3,70.03,210.09,20,green,yellow
U0215,P0050,2025-05-26,3,186.58,559.74,50,green,red
U0171,P0212,2025-06-25,2,136.3,272.6,40,red,red
U0289,P0112,2025-06-07,3,131.79,395.37,20,red,red
U0101,P0342,2025-06-20,1,165.93,165.93,0,yellow,red
U0164,P0168,2025-06-25,3,92.96,278.88,50,green,green
U0214,P0434,2025-06-28,2,425.02,850.04,10,yellow,yellow
U0194,P0161,2025-06-27,2,81.39,162.78,50,green,green
U0262,P0448,2025-06-25,1,222.35,222.35,50,green,yellow
U0247,P0324,2025-05-19,1,41.47,41.47,30,yellow,red
U0074,P0290,2025-06-17,1,69.18,69.18,50,yellow,red
U0270,P0141,2025-05-29,1,146.06,146.06,20,green,green
U0063,P0419,2025-06-20,2,326.96,653.92,10,green,green
U0134,P0096,2025-05-17,1,114.56,114.56,20,green,green
U0038,P0415,2025-06-26,3,205.99,617.97,0,green,green
U0272,P0457,2025-06-15,2,241.32,482.64,0,yellow,yellow
U0054,P0171,2025-06-05,3,215.3,645.9,30,green,green
U0183,P0350,2025-06-13,2,173.74,347.48,20,red,red
U0020,P0064,2025-05-16,2,357.34,714.68,20,yellow,red
U0003,P0205,2025-05-11,3,221.2,663.6,10,yellow,yellow
U0040,P0242,2025-06-26,1,244.59,244.59,0,green,red
U0057,P0017,2025-06-26,1,153.55,153.55,40,yellow,yellow
U0263,P0436,2025-05-15,3,182.83,548.49,50,green,red
U0292,P0432,2025-06-27,3,214.35,643.05,50,yellow,yellow
U0171,P0106,2025-06-27,2,129.22,258.44,50,red,red
U0084,P0256,2025-06-22,2,241.01,482.02,20,green,red
U0151,P0429,2025-05-01,1,321.62,321.62,20,red,red
U0099,P0397,2025-06-15,1,248.44,248.44,40,green,green
U0072,P0062,2025-06-06,3,277.32,831.96,10,yellow,yellow
U0195,P0325,2025-06-15,1,203.38,203.38,50,green,yellow
U0184,P0094,2025-06-21,3,43.87,131.61,30,green,red
U0179,P0246,2025-06-21,1,319.75,319.75,20,red,red
U0189,P0301,2025-05-22,3,74.94,224.82,40,green,green
U0165,P0313,2025-06-25,3,174.27,522.81,20,green,green
U0035,P0038,2025-06-21,3,143.84,431.52,30,yellow,yellow
U0146,P0436,2025-05-20,3,182.83,548.49,50,green,red
U0093,P0060,2025-06-09,1,361.59,361.59,10,green,green
U0214,P0110,2025-06-24,3,260.15,780.45,30,green,yellow
U0212,P0030,2025-06-08,3,182.31,546.93,30,green,green
U0278,P0319,2025-06-16,3,135.45,406.35,0,green,yellow
U0294,P0397,2025-06-22,2,248.44,496.88,40,green,green
U0281,P0217,2025-06-10,1,58.48,58.48,40,green,green
U0050,P0153,2025-05-13,3,214.86,644.58,50,green,yellow
U0197,P0325,2025-06-01,2,203.38,406.76,50,green,green
U0175,P0298,2025-05-22,3,361.91,1085.73,10,green,red
U0256,P0487,2025-06-25,3,181.96,545.88,0,green,green
U0246,P0366,2025-06-26,1,291.72,291.72,0,green,green
U0269,P0475,2025-06-26,2,233.67,467.34,30,green,yellow
U0112,P0444,2025-06-22,2,443.4,886.8,0,green,yellow
U0006,P0072,2025-05-12,1,229.3,229.3,40,green,red
U0298,P0467,2025-05-30,2,347.84,695.68,0,red,red
U0045,P0248,2025-06-21,3,316.9,950.7,20,green,green
U0019,P0431,2025-06-18,2,358.92,717.84,20,yellow,red
U0061,P0316,2025-06-13,1,126.65,126.65,40,green,yellow
U0208,P0301,2025-05-30,2,74.94,149.88,40,green,red
U0073,P0306,2025-05-11,1,163.15,163.15,40,green,yellow
U0057,P0453,2025-06-18,1,93.37,93.37,30,yellow,yellow
U0178,P0331,2025-06-12,2,140.25,280.5,20,red,red
