user_id,product_id,purchase_date,quantity,price_paid_per_unit,total_price_paid,discount_percent,product_diet_type,user_diet_type,days_to_expiry_at_purchase,user_engaged_with_deal
U0089,P0120,2025-06-17,3,237.63,712.89,0,vegetarian,vegetarian,71,1
U0006,P0272,2025-06-20,3,356.16,1068.48,10,eggs,non-vegetarian,141,1
U0030,P0163,2025-07-03,1,485.8,485.8,0,eggs,eggs,61,1
U0020,P0053,2025-06-30,1,265.64,265.64,30,vegetarian,non-vegetarian,131,1
U0121,P0031,2025-07-09,1,322.9,322.9,0,non-vegetarian,non-vegetarian,127,0
U0157,P0179,2025-06-20,2,194.24,388.48,50,vegan,vegan,30,1
U0115,P0087,2025-06-29,1,150.54,150.54,0,vegetarian,eggs,103,1
U0068,P0265,2025-06-23,1,418.03,418.03,0,vegetarian,eggs,86,1
U0191,P0271,2025-06-29,1,360.39,360.39,0,vegan,vegan,59,1
U0197,P0252,2025-06-12,1,88.38,88.38,50,vegan,non-vegetarian,24,1
U0020,P0170,2025-07-04,1,112.97,112.97,20,vegan,non-vegetarian,117,1
U0121,P0295,2025-06-21,2,104.53,209.06,40,eggs,non-vegetarian,68,1
U0036,P0076,2025-07-05,2,348.74,697.48,0,vegetarian,eggs,117,1
U0041,P0234,2025-06-19,3,131.42,394.26,30,vegetarian,eggs,18,1
U0029,P0049,2025-06-25,2,305.27,610.54,20,vegetarian,non-vegetarian,101,1
U0040,P0202,2025-07-03,2,52.67,105.34,30,vegetarian,vegetarian,92,0
U0131,P0253,2025-06-13,3,382.75,1148.25,10,eggs,non-vegetarian,86,1
U0095,P0052,2025-06-25,1,179.98,179.98,30,vegan,vegetarian,153,1
U0029,P0292,2025-06-29,2,26.76,53.52,50,vegetarian,non-vegetarian,25,1
U0139,P0252,2025-07-03,1,88.38,88.38,50,vegan,eggs,3,1
U0112,P0110,2025-06-28,2,143.0,286.0,50,vegan,eggs,96,0
U0068,P0188,2025-07-06,1,181.18,181.18,50,vegetarian,eggs,167,1
U0101,P0028,2025-07-10,1,396.61,396.61,20,vegan,eggs,98,1
U0066,P0226,2025-06-24,2,265.83,531.66,40,eggs,eggs,101,1
U0125,P0181,2025-07-09,2,226.21,452.42,0,vegan,vegetarian,32,1
U0171,P0079,2025-06-22,1,102.7,102.7,0,vegetarian,vegetarian,87,0
U0103,P0043,2025-06-27,2,89.38,178.76,50,vegetarian,vegetarian,45,0
U0021,P0032,2025-06-22,3,110.28,330.84,10,eggs,eggs,133,1
U0060,P0240,2025-06-16,1,52.41,52.41,40,vegan,eggs,71,1
U0186,P0138,2025-06-15,2,242.35,484.7,20,vegetarian,eggs,99,1
U0087,P0108,2025-06-20,2,170.42,340.84,20,vegan,vegan,127,1
U0029,P0159,2025-06-27,1,194.24,194.24,0,non-vegetarian,non-vegetarian,58,0
U0193,P0021,2025-06-26,3,45.75,137.25,50,vegan,eggs,151,1
U0136,P0249,2025-07-07,1,258.33,258.33,30,vegan,vegan,89,1
U0158,P0083,2025-06-28,1,39.12,39.12,50,vegetarian,vegetarian,106,1
U0050,P0042,2025-06-12,1,270.98,270.98,40,eggs,eggs,156,0
U0027,P0187,2025-06-23,2,249.33,498.66,30,vegan,vegan,124,1
U0049,P0187,2025-06-22,1,249.33,249.33,30,vegan,vegetarian,125,1
U0097,P0175,2025-06-13,1,194.43,194.43,50,vegetarian,vegetarian,22,1
U0103,P0103,2025-06-24,3,72.97,218.91,0,vegan,vegetarian,63,0
U0066,P0100,2025-07-09,3,217.8,653.4,20,eggs,eggs,136,1
U0050,P0154,2025-06-30,3,270.07,810.21,0,vegetarian,eggs,106,1
U0054,P0028,2025-07-10,3,396.61,1189.83,20,vegan,vegetarian,98,1
U0177,P0271,2025-06-15,2,360.39,720.78,0,vegan,vegetarian,73,0
U0029,P0127,2025-06-27,2,263.45,526.9,30,vegan,non-vegetarian,142,0
U0045,P0142,2025-07-02,1,295.62,295.62,30,vegan,eggs,148,1
U0031,P0217,2025-07-04,3,277.34,832.02,20,eggs,non-vegetarian,165,1
U0063,P0214,2025-06-12,3,68.68,206.04,0,vegan,vegan,93,0
U0153,P0084,2025-06-11,2,337.3,674.6,20,vegetarian,vegetarian,110,0
U0045,P0003,2025-07-04,3,151.31,453.93,20,eggs,eggs,50,1
U0019,P0151,2025-06-21,2,256.8,513.6,10,vegan,vegan,87,0
U0007,P0181,2025-06-16,3,226.21,678.63,0,vegan,vegan,55,1
U0120,P0026,2025-06-24,2,309.2,618.4,30,eggs,eggs,96,1
U0036,P0112,2025-06-20,2,118.62,237.24,10,vegan,eggs,111,1
U0145,P0185,2025-06-11,2,257.17,514.34,20,vegetarian,eggs,125,1
U0173,P0158,2025-07-05,2,143.96,287.92,50,vegetarian,eggs,155,1
U0059,P0265,2025-06-11,1,418.03,418.03,0,vegetarian,vegetarian,98,0
U0003,P0013,2025-07-06,2,421.96,843.92,10,vegan,vegetarian,64,1
U0012,P0181,2025-06-27,1,226.21,226.21,0,vegan,vegetarian,44,1
U0110,P0292,2025-07-01,3,26.76,80.28,50,vegetarian,vegetarian,23,1
U0163,P0078,2025-06-14,2,217.29,434.58,40,non-vegetarian,non-vegetarian,91,1
U0029,P0100,2025-07-03,2,217.8,435.6,20,eggs,non-vegetarian,142,1
U0184,P0116,2025-06-20,1,180.91,180.91,0,vegetarian,vegetarian,74,1
U0066,P0096,2025-06-17,1,65.29,65.29,10,vegetarian,eggs,66,1
U0135,P0147,2025-06-25,3,356.3,1068.9,20,vegetarian,eggs,63,0
U0015,P0289,2025-07-08,2,187.64,375.28,40,vegan,eggs,138,1
U0115,P0170,2025-07-08,2,112.97,225.94,20,vegan,eggs,113,1
U0185,P0243,2025-07-08,3,366.62,1099.86,10,vegetarian,eggs,84,1
U0103,P0142,2025-07-10,3,295.62,886.86,30,vegan,vegetarian,140,1
U0064,P0299,2025-07-08,1,41.4,41.4,50,eggs,eggs,171,1
U0167,P0252,2025-06-24,1,88.38,88.38,50,vegan,vegetarian,12,1
U0055,P0039,2025-06-21,2,206.96,413.92,20,vegetarian,eggs,63,0
U0168,P0289,2025-06-29,3,187.64,562.92,40,vegan,vegetarian,147,1
U0058,P0108,2025-06-23,1,170.42,170.42,20,vegan,vegan,124,1
U0047,P0187,2025-07-06,2,249.33,498.66,30,vegan,vegetarian,111,0
U0003,P0124,2025-06-18,3,167.18,501.54,40,vegetarian,vegetarian,144,1
U0170,P0124,2025-06-18,3,167.18,501.54,40,vegetarian,vegetarian,144,0
U0116,P0236,2025-06-14,3,244.86,734.58,20,non-vegetarian,non-vegetarian,159,1
U0157,P0287,2025-06-18,3,313.26,939.78,10,vegan,vegan,110,1
U0001,P0252,2025-06-25,2,88.38,176.76,50,vegan,vegan,11,1
U0015,P0108,2025-06-27,1,170.42,170.42,20,vegan,eggs,120,0
U0013,P0145,2025-07-03,1,166.03,166.03,30,vegan,non-vegetarian,51,0
U0144,P0265,2025-06-15,2,418.03,836.06,0,vegetarian,eggs,94,1
U0199,P0013,2025-06-13,2,421.96,843.92,10,vegan,vegetarian,87,1
U0135,P0188,2025-06-26,2,181.18,362.36,50,vegetarian,eggs,177,0
U0180,P0109,2025-06-14,3,470.12,1410.36,0,vegan,vegetarian,71,1
U0013,P0174,2025-06-22,3,82.9,248.7,40,vegetarian,non-vegetarian,50,0
U0170,P0097,2025-06-25,3,89.04,267.12,10,vegetarian,vegetarian,42,1
U0113,P0013,2025-07-07,1,421.96,421.96,10,vegan,vegan,63,1
U0118,P0020,2025-06-21,1,345.41,345.41,20,vegan,vegan,41,0
U0006,P0013,2025-07-02,2,421.96,843.92,10,vegan,non-vegetarian,68,0
U0027,P0034,2025-06-11,1,225.91,225.91,10,vegan,vegan,68,1
U0084,P0059,2025-07-08,2,179.92,359.84,10,vegetarian,vegetarian,0,0
U0128,P0113,2025-06-14,3,186.43,559.29,50,vegetarian,eggs,161,1
U0082,P0101,2025-06-18,1,139.15,139.15,0,vegetarian,non-vegetarian,96,1
U0001,P0287,2025-06-27,3,313.26,939.78,10,vegan,vegan,101,1
U0057,P0232,2025-06-20,2,222.69,445.38,40,non-vegetarian,non-vegetarian,129,1
U0042,P0209,2025-07-03,3,308.34,925.02,20,vegetarian,vegetarian,64,1
U0042,P0178,2025-06-21,2,380.24,760.48,20,vegan,vegetarian,162,0
U0006,P0066,2025-06-18,3,328.4,985.2,30,eggs,non-vegetarian,81,0
U0076,P0068,2025-06-20,1,245.29,245.29,30,vegetarian,non-vegetarian,94,1
U0084,P0120,2025-06-23,1,237.63,237.63,0,vegetarian,vegetarian,65,1
U0101,P0282,2025-07-05,1,141.47,141.47,30,eggs,eggs,64,1
U0080,P0147,2025-06-23,3,356.3,1068.9,20,vegetarian,eggs,65,1
U0103,P0199,2025-07-05,1,194.33,194.33,40,vegetarian,vegetarian,46,1
U0013,P0131,2025-06-22,2,51.39,102.78,30,non-vegetarian,non-vegetarian,162,1
U0112,P0143,2025-07-06,3,192.94,578.82,50,eggs,eggs,115,1
U0188,P0018,2025-06-16,2,376.82,753.64,0,vegetarian,non-vegetarian,129,1
U0065,P0127,2025-07-04,2,263.45,526.9,30,vegan,vegan,135,1
U0028,P0068,2025-07-09,3,245.29,735.87,30,vegetarian,non-vegetarian,75,0
U0168,P0154,2025-07-09,2,270.07,540.14,0,vegetarian,vegetarian,97,0
U0045,P0222,2025-06-29,1,54.05,54.05,50,vegan,eggs,90,0
U0085,P0079,2025-06-30,3,102.7,308.1,0,vegetarian,non-vegetarian,79,0
U0025,P0053,2025-07-01,2,265.64,531.28,30,vegetarian,vegetarian,130,0
U0064,P0219,2025-06-14,3,257.14,771.42,0,eggs,eggs,51,1
U0004,P0115,2025-06-20,1,224.01,224.01,10,non-vegetarian,non-vegetarian,124,0
U0101,P0056,2025-06-27,3,105.37,316.11,50,vegetarian,eggs,60,1
U0028,P0108,2025-07-10,3,170.42,511.26,20,vegan,non-vegetarian,107,0
U0006,P0023,2025-06-17,1,338.73,338.73,10,non-vegetarian,non-vegetarian,118,1
U0015,P0109,2025-06-27,2,470.12,940.24,0,vegan,eggs,58,1
U0003,P0204,2025-06-26,3,225.72,677.16,50,vegetarian,vegetarian,60,1
U0031,P0037,2025-06-25,3,153.52,460.56,40,non-vegetarian,non-vegetarian,7,1
U0125,P0057,2025-06-27,1,101.59,101.59,40,vegan,vegetarian,141,0
U0129,P0246,2025-07-10,3,90.95,272.85,20,vegetarian,eggs,99,0
U0064,P0053,2025-06-11,2,265.64,531.28,30,vegetarian,eggs,150,1
U0112,P0178,2025-07-09,3,380.24,1140.72,20,vegan,eggs,144,1
U0158,P0224,2025-07-07,3,295.18,885.54,30,vegan,vegetarian,36,0
U0015,P0179,2025-07-03,1,194.24,194.24,50,vegan,eggs,17,1
U0070,P0145,2025-06-30,1,166.03,166.03,30,vegan,vegetarian,54,1
U0044,P0259,2025-06-23,3,432.23,1296.69,10,vegan,eggs,11,1
U0194,P0165,2025-06-30,3,175.54,526.62,30,vegetarian,vegetarian,104,1
U0029,P0069,2025-07-08,3,133.93,401.79,20,non-vegetarian,non-vegetarian,140,1
U0149,P0092,2025-06-29,3,93.19,279.57,40,vegetarian,non-vegetarian,116,1
U0168,P0212,2025-06-26,1,299.95,299.95,20,vegan,vegetarian,162,1
U0001,P0279,2025-06-19,2,62.21,124.42,50,vegan,vegan,162,1
U0116,P0034,2025-06-21,2,225.91,451.82,10,vegan,non-vegetarian,58,1
U0127,P0127,2025-06-26,3,263.45,790.35,30,vegan,non-vegetarian,143,1
U0101,P0216,2025-06-23,3,286.32,858.96,20,vegan,eggs,55,0
U0044,P0234,2025-07-02,2,131.42,262.84,30,vegetarian,eggs,5,1
U0166,P0190,2025-06-30,2,92.17,184.34,50,vegetarian,eggs,31,0
U0125,P0266,2025-06-30,1,243.38,243.38,40,vegan,vegetarian,110,1
U0131,P0119,2025-06-27,3,264.68,794.04,40,eggs,non-vegetarian,147,1
U0041,P0045,2025-07-03,1,148.34,148.34,20,vegetarian,eggs,78,0
U0188,P0247,2025-06-30,3,106.06,318.18,10,vegan,non-vegetarian,98,1
U0028,P0237,2025-07-06,1,34.35,34.35,50,vegetarian,non-vegetarian,32,1
U0136,P0252,2025-07-10,3,88.38,265.14,50,vegan,vegan,0,0
U0145,P0151,2025-06-16,1,256.8,256.8,10,vegan,eggs,92,1
U0029,P0198,2025-07-02,3,322.2,966.6,30,vegetarian,non-vegetarian,132,1
U0045,P0204,2025-06-24,3,225.72,677.16,50,vegetarian,eggs,62,1
U0066,P0258,2025-06-16,3,133.89,401.67,10,eggs,eggs,116,1
U0112,P0139,2025-07-06,2,185.34,370.68,50,eggs,eggs,49,0
U0075,P0076,2025-06-30,2,348.74,697.48,0,vegetarian,eggs,122,1
U0150,P0088,2025-06-20,1,199.71,199.71,30,vegetarian,eggs,78,1
U0048,P0208,2025-06-22,3,316.12,948.36,0,vegan,vegan,132,0
U0021,P0039,2025-07-10,2,206.96,413.92,20,vegetarian,eggs,44,1
U0118,P0006,2025-07-04,3,36.61,109.83,40,vegan,vegan,20,1
U0006,P0240,2025-06-13,2,52.41,104.82,40,vegan,non-vegetarian,74,0
U0175,P0058,2025-06-23,3,186.88,560.64,50,eggs,non-vegetarian,185,1
U0179,P0004,2025-06-29,2,37.5,75.0,40,vegetarian,eggs,40,0
U0070,P0158,2025-06-28,1,143.96,143.96,50,vegetarian,vegetarian,162,1
U0029,P0104,2025-07-01,3,390.8,1172.4,20,eggs,non-vegetarian,115,0
U0108,P0230,2025-06-28,2,261.62,523.24,20,non-vegetarian,non-vegetarian,80,1
U0085,P0061,2025-06-20,3,138.69,416.07,0,vegetarian,non-vegetarian,120,0
U0170,P0013,2025-07-06,2,421.96,843.92,10,vegan,vegetarian,64,1
U0113,P0074,2025-06-28,3,288.59,865.77,40,vegan,vegan,21,1
U0093,P0270,2025-06-11,1,371.05,371.05,20,vegetarian,eggs,123,1
U0072,P0098,2025-06-29,3,70.23,210.69,10,non-vegetarian,non-vegetarian,46,1
U0025,P0122,2025-06-16,2,407.89,815.78,0,vegetarian,vegetarian,120,1
U0122,P0167,2025-06-23,3,168.03,504.09,20,eggs,eggs,33,1
U0070,P0033,2025-06-12,2,376.78,753.56,10,vegan,vegetarian,107,1
U0068,P0090,2025-06-22,3,108.59,325.77,50,vegan,eggs,137,1
U0029,P0035,2025-06-23,3,154.97,464.91,30,vegetarian,non-vegetarian,104,1
U0180,P0084,2025-06-15,2,337.3,674.6,20,vegetarian,vegetarian,106,0
U0149,P0267,2025-07-04,2,229.04,458.08,40,eggs,non-vegetarian,72,1
U0060,P0124,2025-06-24,2,167.18,334.36,40,vegetarian,eggs,138,1
U0053,P0201,2025-07-03,3,214.95,644.85,30,vegetarian,eggs,97,1
U0051,P0025,2025-06-26,3,131.87,395.61,0,eggs,eggs,38,0
U0066,P0091,2025-07-05,1,336.34,336.34,10,vegetarian,eggs,174,0
U0071,P0088,2025-06-18,2,199.71,399.42,30,vegetarian,vegetarian,80,0
U0064,P0211,2025-07-04,3,185.3,555.9,10,eggs,eggs,0,0
U0027,P0257,2025-06-12,3,357.51,1072.53,0,vegan,vegan,84,1
U0188,P0089,2025-07-04,3,154.8,464.4,0,eggs,non-vegetarian,5,0
U0136,P0231,2025-06-21,2,196.64,393.28,0,vegan,vegan,0,1
U0092,P0059,2025-06-24,2,179.92,359.84,10,vegetarian,eggs,0,0
U0149,P0294,2025-06-27,3,207.7,623.1,30,non-vegetarian,non-vegetarian,93,1
U0089,P0096,2025-06-29,3,65.29,195.87,10,vegetarian,vegetarian,54,1
U0145,P0066,2025-06-27,1,328.4,328.4,30,eggs,eggs,72,1
U0021,P0135,2025-06-24,1,252.52,252.52,0,vegetarian,eggs,0,1
U0010,P0138,2025-06-11,2,242.35,484.7,20,vegetarian,vegetarian,103,1
U0054,P0279,2025-07-04,1,62.21,62.21,50,vegan,vegetarian,147,1
U0028,P0188,2025-06-15,1,181.18,181.18,50,vegetarian,non-vegetarian,188,0
U0121,P0243,2025-06-23,3,366.62,1099.86,10,vegetarian,non-vegetarian,99,0
U0077,P0109,2025-07-07,3,470.12,1410.36,0,vegan,eggs,48,1
U0096,P0012,2025-07-10,3,244.46,733.38,50,vegan,eggs,135,1
U0040,P0289,2025-06-26,2,187.64,375.28,40,vegan,vegetarian,150,1
U0086,P0036,2025-06-30,1,154.71,154.71,10,vegetarian,eggs,88,0
U0056,P0135,2025-06-24,2,252.52,505.04,0,vegetarian,non-vegetarian,0,0
U0087,P0212,2025-06-24,1,299.95,299.95,20,vegan,vegan,164,1
U0049,P0147,2025-07-01,3,356.3,1068.9,20,vegetarian,vegetarian,57,1
U0131,P0166,2025-06-29,3,104.5,313.5,20,eggs,non-vegetarian,172,1
U0160,P0096,2025-06-24,1,65.29,65.29,10,vegetarian,eggs,59,1
U0169,P0110,2025-06-23,1,143.0,143.0,50,vegan,vegetarian,101,0
U0013,P0051,2025-06-25,2,314.5,629.0,10,vegetarian,non-vegetarian,120,0
U0194,P0274,2025-06-28,2,200.23,400.46,30,vegan,vegetarian,148,0
U0112,P0239,2025-06-30,3,179.27,537.81,0,eggs,eggs,110,1
U0105,P0202,2025-06-15,2,52.67,105.34,30,vegetarian,non-vegetarian,110,1
U0038,P0281,2025-06-19,3,355.56,1066.68,0,eggs,non-vegetarian,97,1
U0192,P0196,2025-06-11,2,277.1,554.2,20,vegetarian,vegetarian,101,1
U0070,P0045,2025-06-25,2,148.34,296.68,20,vegetarian,vegetarian,86,1
U0175,P0167,2025-06-17,3,168.03,504.09,20,eggs,non-vegetarian,39,0
U0057,P0132,2025-07-06,1,121.16,121.16,30,eggs,non-vegetarian,67,1
U0169,P0142,2025-06-22,1,295.62,295.62,30,vegan,vegetarian,158,1
U0036,P0048,2025-06-17,3,178.57,535.71,10,vegan,eggs,155,0
U0193,P0147,2025-06-21,1,356.3,356.3,20,vegetarian,eggs,67,0
U0172,P0254,2025-06-27,2,412.25,824.5,10,vegan,vegan,67,1
U0045,P0163,2025-06-23,1,485.8,485.8,0,eggs,eggs,71,0
U0135,P0158,2025-06-23,1,143.96,143.96,50,vegetarian,eggs,167,0
U0175,P0264,2025-06-25,3,78.67,236.01,40,non-vegetarian,non-vegetarian,6,1
U0118,P0074,2025-07-09,2,288.59,577.18,40,vegan,vegan,10,1
U0045,P0112,2025-07-06,2,118.62,237.24,10,vegan,eggs,95,1
U0153,P0107,2025-06-29,2,311.49,622.98,30,vegetarian,vegetarian,52,0
U0120,P0197,2025-07-08,3,54.12,162.36,50,eggs,eggs,99,1
U0115,P0072,2025-06-29,1,204.07,204.07,50,vegan,eggs,147,0
U0160,P0007,2025-06-26,3,179.95,539.85,30,eggs,eggs,161,1
U0192,P0028,2025-06-26,1,396.61,396.61,20,vegan,vegetarian,112,1
U0068,P0260,2025-07-05,3,162.84,488.52,30,eggs,eggs,89,0
U0178,P0147,2025-07-04,1,356.3,356.3,20,vegetarian,non-vegetarian,54,1
U0145,P0269,2025-06-19,1,493.58,493.58,0,vegan,eggs,162,1
U0145,P0027,2025-06-24,1,88.85,88.85,30,eggs,eggs,135,0
U0041,P0299,2025-06-30,1,41.4,41.4,50,eggs,eggs,179,0
U0076,P0066,2025-06-16,3,328.4,985.2,30,eggs,non-vegetarian,83,1
U0176,P0142,2025-06-15,1,295.62,295.62,30,vegan,vegan,165,1
U0085,P0133,2025-06-11,2,117.77,235.54,30,non-vegetarian,non-vegetarian,99,1
U0197,P0170,2025-06-16,1,112.97,112.97,20,vegan,non-vegetarian,135,0
U0100,P0180,2025-07-01,1,499.49,499.49,0,vegetarian,eggs,141,1
U0018,P0108,2025-06-23,3,170.42,511.26,20,vegan,vegan,124,1
U0148,P0013,2025-06-25,1,421.96,421.96,10,vegan,vegan,75,1
U0089,P0068,2025-07-06,1,245.29,245.29,30,vegetarian,vegetarian,78,0
U0173,P0219,2025-06-25,1,257.14,257.14,0,eggs,eggs,40,1
U0018,P0112,2025-06-14,3,118.62,355.86,10,vegan,vegan,117,1
U0004,P0128,2025-06-27,2,221.32,442.64,20,vegetarian,non-vegetarian,0,1
U0032,P0212,2025-06-21,3,299.95,899.85,20,vegan,vegan,167,1
U0061,P0276,2025-07-06,3,245.88,737.64,50,vegetarian,eggs,124,1
U0027,P0021,2025-06-13,1,45.75,45.75,50,vegan,vegan,164,1
U0178,P0172,2025-07-08,3,190.76,572.28,0,non-vegetarian,non-vegetarian,76,1
U0093,P0052,2025-06-20,1,179.98,179.98,30,vegan,eggs,158,1
U0135,P0128,2025-07-08,3,221.32,663.96,20,vegetarian,eggs,0,0
U0021,P0281,2025-06-28,3,355.56,1066.68,0,eggs,eggs,88,0
U0044,P0130,2025-06-25,3,231.02,693.06,40,vegetarian,eggs,146,0
U0046,P0190,2025-06-18,2,92.17,184.34,50,vegetarian,eggs,43,1
U0045,P0208,2025-07-01,1,316.12,316.12,0,vegan,eggs,123,1
U0073,P0087,2025-06-15,1,150.54,150.54,0,vegetarian,eggs,117,0
U0193,P0020,2025-07-09,2,345.41,690.82,20,vegan,eggs,23,1
U0135,P0109,2025-06-28,3,470.12,1410.36,0,vegan,eggs,57,1
U0076,P0034,2025-07-09,2,225.91,451.82,10,vegan,non-vegetarian,40,1
U0192,P0043,2025-06-13,3,89.38,268.14,50,vegetarian,vegetarian,59,1
U0175,P0052,2025-06-26,2,179.98,359.96,30,vegan,non-vegetarian,152,1
U0193,P0265,2025-06-14,3,418.03,1254.09,0,vegetarian,eggs,95,0
U0053,P0055,2025-06-18,2,403.72,807.44,10,eggs,eggs,12,1
U0121,P0111,2025-06-27,3,405.82,1217.46,10,eggs,non-vegetarian,136,0
U0113,P0012,2025-06-23,3,244.46,733.38,50,vegan,vegan,152,0
U0090,P0154,2025-06-11,1,270.07,270.07,0,vegetarian,vegetarian,125,1
U0122,P0283,2025-06-22,1,225.81,225.81,30,eggs,eggs,71,1
U0119,P0216,2025-06-27,2,286.32,572.64,20,vegan,vegan,51,0
U0136,P0218,2025-06-24,1,313.77,313.77,30,vegan,vegan,49,1
U0037,P0039,2025-07-07,3,206.96,620.88,20,vegetarian,vegetarian,47,1
U0178,P0116,2025-06-30,3,180.91,542.73,0,vegetarian,non-vegetarian,64,0
U0127,P0029,2025-07-08,1,245.08,245.08,30,eggs,non-vegetarian,23,1
U0175,P0195,2025-06-18,2,399.63,799.26,10,eggs,non-vegetarian,115,0
U0030,P0026,2025-07-05,1,309.2,309.2,30,eggs,eggs,85,1
U0028,P0028,2025-06-23,3,396.61,1189.83,20,vegan,non-vegetarian,115,0
U0093,P0063,2025-06-22,2,143.47,286.94,50,vegan,eggs,45,1
U0175,P0101,2025-07-10,1,139.15,139.15,0,vegetarian,non-vegetarian,74,1
U0079,P0108,2025-07-06,3,170.42,511.26,20,vegan,vegan,111,1
U0132,P0232,2025-07-02,2,222.69,445.38,40,non-vegetarian,non-vegetarian,117,1
U0161,P0208,2025-06-12,3,316.12,948.36,0,vegan,eggs,142,0
U0054,P0043,2025-06-19,2,89.38,178.76,50,vegetarian,vegetarian,53,0
U0037,P0072,2025-07-10,1,204.07,204.07,50,vegan,vegetarian,136,1
U0128,P0042,2025-06-21,1,270.98,270.98,40,eggs,eggs,147,1
U0110,P0234,2025-06-15,2,131.42,262.84,30,vegetarian,vegetarian,22,1
U0096,P0145,2025-06-22,1,166.03,166.03,30,vegan,eggs,62,1
U0024,P0203,2025-06-20,1,150.19,150.19,50,vegan,non-vegetarian,80,0
U0031,P0063,2025-07-09,3,143.47,430.41,50,vegan,non-vegetarian,28,1
U0175,P0091,2025-07-09,1,336.34,336.34,10,vegetarian,non-vegetarian,170,1
U0090,P0018,2025-06-30,2,376.82,753.64,0,vegetarian,vegetarian,115,0
U0188,P0071,2025-06-24,1,205.89,205.89,40,eggs,non-vegetarian,17,0
U0188,P0206,2025-06-21,1,287.32,287.32,30,non-vegetarian,non-vegetarian,103,1
U0022,P0034,2025-06-29,3,225.91,677.73,10,vegan,vegan,50,1
U0130,P0285,2025-06-13,2,248.93,497.86,30,eggs,eggs,128,1
U0029,P0092,2025-06-16,1,93.19,93.19,40,vegetarian,non-vegetarian,129,1
U0087,P0249,2025-06-24,3,258.33,774.99,30,vegan,vegan,102,0
U0081,P0205,2025-06-21,3,304.32,912.96,30,vegan,vegan,158,1
U0037,P0148,2025-06-11,1,41.38,41.38,20,vegan,vegetarian,58,1
U0041,P0107,2025-07-01,3,311.49,934.47,30,vegetarian,eggs,50,1
U0168,P0198,2025-07-07,3,322.2,966.6,30,vegetarian,vegetarian,127,1
U0003,P0292,2025-06-12,2,26.76,53.52,50,vegetarian,vegetarian,42,1
U0171,P0248,2025-06-29,2,113.37,226.74,50,vegetarian,vegetarian,70,1
U0087,P0112,2025-07-07,1,118.62,118.62,10,vegan,vegan,94,1
U0196,P0247,2025-06-21,3,106.06,318.18,10,vegan,vegan,107,1
U0029,P0192,2025-06-17,3,148.14,444.42,40,non-vegetarian,non-vegetarian,70,1
U0079,P0271,2025-06-29,3,360.39,1081.17,0,vegan,vegan,59,0
U0112,P0052,2025-06-13,2,179.98,359.96,30,vegan,eggs,165,1
U0063,P0110,2025-06-28,3,143.0,429.0,50,vegan,vegan,96,0
U0112,P0079,2025-07-08,3,102.7,308.1,0,vegetarian,eggs,71,1
U0096,P0258,2025-07-02,1,133.89,133.89,10,eggs,eggs,100,1
U0178,P0185,2025-06-13,3,257.17,771.51,20,vegetarian,non-vegetarian,123,0
U0042,P0039,2025-06-29,3,206.96,620.88,20,vegetarian,vegetarian,55,0
U0197,P0118,2025-07-01,1,84.74,84.74,40,vegetarian,non-vegetarian,52,1
U0192,P0151,2025-06-24,2,256.8,513.6,10,vegan,vegetarian,84,1
U0066,P0048,2025-06-24,1,178.57,178.57,10,vegan,eggs,148,1
U0060,P0100,2025-06-27,1,217.8,217.8,20,eggs,eggs,148,1
U0004,P0029,2025-06-19,3,245.08,735.24,30,eggs,non-vegetarian,42,0
U0019,P0187,2025-06-11,1,249.33,249.33,30,vegan,vegan,136,0
U0175,P0200,2025-06-23,1,411.81,411.81,10,non-vegetarian,non-vegetarian,104,1
U0071,P0092,2025-07-04,1,93.19,93.19,40,vegetarian,vegetarian,111,1
U0069,P0110,2025-06-11,2,143.0,286.0,50,vegan,vegan,113,1
U0032,P0289,2025-07-07,2,187.64,375.28,40,vegan,vegan,139,0
U0050,P0015,2025-06-22,2,71.08,142.16,50,eggs,eggs,81,1
U0057,P0037,2025-06-23,2,153.52,307.04,40,non-vegetarian,non-vegetarian,9,1
U0180,P0244,2025-06-30,3,281.57,844.71,40,vegetarian,vegetarian,82,0
U0108,P0191,2025-07-05,2,309.09,618.18,20,vegetarian,non-vegetarian,131,1
U0032,P0205,2025-06-25,1,304.32,304.32,30,vegan,vegan,154,1
U0044,P0208,2025-06-29,2,316.12,632.24,0,vegan,eggs,125,1
U0045,P0071,2025-06-19,1,205.89,205.89,40,eggs,eggs,22,0
U0193,P0262,2025-06-26,3,174.85,524.55,40,eggs,eggs,63,0
U0123,P0135,2025-06-15,2,252.52,505.04,0,vegetarian,non-vegetarian,0,1
U0060,P0185,2025-07-04,2,257.17,514.34,20,vegetarian,eggs,102,1
U0109,P0222,2025-06-27,2,54.05,108.1,50,vegan,vegan,92,1
U0093,P0103,2025-06-17,3,72.97,218.91,0,vegan,eggs,70,1
U0158,P0013,2025-06-22,3,421.96,1265.88,10,vegan,vegetarian,78,1
U0024,P0291,2025-06-29,1,305.26,305.26,20,vegetarian,non-vegetarian,94,1
U0112,P0143,2025-06-11,2,192.94,385.88,50,eggs,eggs,140,1
U0122,P0254,2025-06-22,1,412.25,412.25,10,vegan,eggs,72,0
U0096,P0171,2025-06-24,1,322.55,322.55,10,eggs,eggs,75,0
U0091,P0254,2025-07-01,1,412.25,412.25,10,vegan,vegan,63,1
