product_id,name,category,brand,diet_type,allergens,shelf_life_days,packaging_date,expiry_date,weight_grams,price_mrp,current_discount_percent,store_location_lat,store_location_lon
P0182,Executive Snacks,Snacks,House-Nelson,vegan,"['eggs', 'nuts']",32,2025-05-15,2025-06-16,1000,465.38,50,33.6851505,-93.083128
P0183,Subject Biscuits,Biscuits,Watson-Green,eggs,[],129,2025-06-26,2025-11-02,250,363.96,50,-70.847618,39.924969
P0184,Office Meat,Meat,Forbes-Clark,non-vegetarian,['nuts'],159,2025-06-14,2025-11-20,1000,445.48,20,-46.2280965,130.429975
P0185,There Biscuits,Biscuits,Moreno Group,vegetarian,[],132,2025-06-04,2025-10-14,250,321.46,20,61.1333955,-99.938293
P0186,Contain Dairy,Dairy,Lamb-Lopez,vegetarian,[],126,2025-06-24,2025-10-28,750,106.01,30,64.8543025,80.467492
P0187,Responsibility Dairy,Dairy,Terrell-Harrington,vegan,[],146,2025-06-01,2025-10-25,1000,356.18,30,-13.8539625,124.192757
P0188,Important Sauces,Sauces,"Jackson, Soto and Ramos",vegetarian,"['eggs', 'soy']",174,2025-06-29,2025-12-20,500,362.36,50,48.9644985,6.930721
P0189,Answer Snacks,Snacks,Mcdonald Inc,vegan,['nuts'],161,2025-05-29,2025-11-06,500,61.79,0,-47.891954,59.966087
P0190,Somebody Meat,Meat,Collins Inc,vegetarian,[],71,2025-05-21,2025-07-31,1000,184.35,50,-81.130460,139.105433
P0191,History Beverages,Beverages,Obrien-Cline,vegetarian,[],136,2025-06-30,2025-11-13,750,386.36,20,64.3105255,-150.410110
P0192,To Snacks,Snacks,Nichols Inc,non-vegetarian,['nuts'],78,2025-06-09,2025-08-26,750,246.9,40,-46.8470265,-103.669322
P0193,Budget Snacks,Snacks,Johnson-Santana,non-vegetarian,[],57,2025-06-02,2025-07-29,250,295.46,10,24.5547805,-64.545551
P0194,Point Dairy,Dairy,"Moore, Mckenzie and Rogers",vegan,"['dairy', 'eggs']",41,2025-05-13,2025-06-23,500,430.95,20,38.549603,59.989824
P0195,Practice Sauces,Sauces,"Hickman, King and Evans",eggs,['soy'],132,2025-06-01,2025-10-11,750,444.03,10,-54.098066,-1.831982
P0196,Take Spreads,Spreads,Lawrence-Ramirez,vegetarian,['dairy'],121,2025-05-22,2025-09-20,500,346.37,20,-32.1188995,123.399800
P0197,Indeed Biscuits,Biscuits,"Miller, Lee and Lawrence",eggs,"['nuts', 'gluten']",109,2025-06-28,2025-10-15,250,108.23,50,-41.639231,-6.249921
P0198,Conference Snacks,Snacks,"Boyd, Brooks and Jenkins",vegetarian,['nuts'],180,2025-05-15,2025-11-11,500,460.28,30,-33.734731,55.620497
P0199,Writer Biscuits,Biscuits,Moore Inc,vegetarian,[],86,2025-05-26,2025-08-20,1000,323.89,40,-11.125347,-154.010261
P0200,Child Beverages,Beverages,Nguyen-Lucas,non-vegetarian,[],111,2025-06-16,2025-10-05,500,457.57,10,-41.8624535,-108.909081
P0201,Design Spreads,Spreads,Santiago PLC,vegetarian,[],100,2025-06-30,2025-10-08,250,307.07,30,-37.965887,92.402245
P0202,Know Beverages,Beverages,"Miller, Cuevas and Moreno",vegetarian,"['dairy', 'nuts']",105,2025-06-20,2025-10-03,750,75.24,30,-52.5658415,-13.973659
P0203,Child Dairy,Dairy,Young-Walsh,vegan,['gluten'],94,2025-06-06,2025-09-08,250,300.38,50,-2.082374,-176.764279
P0204,Later Spreads,Spreads,"Mason, Bruce and Harrison",vegetarian,['gluten'],72,2025-06-14,2025-08-25,750,451.44,50,-60.028965,-68.113202
P0205,Important Biscuits,Biscuits,Perez-Coleman,vegan,[],161,2025-06-18,2025-11-26,750,434.75,30,-33.568831,149.178089
P0206,First Sauces,Sauces,Coleman-Wu,non-vegetarian,"['eggs', 'soy']",126,2025-05-29,2025-10-02,750,410.46,30,57.067701,22.450722
P0207,Activity Biscuits,Biscuits,Brown Group,eggs,"['soy', 'dairy']",56,2025-07-03,2025-08-28,750,409.84,10,-49.834916,-87.387895
P0208,Rather Cheese,Cheese,Murray and Sons,vegan,['soy'],132,2025-06-22,2025-11-01,500,316.12,0,-89.5144235,18.502445
P0209,Subject Spreads,Spreads,Collier-Small,vegetarian,[],70,2025-06-27,2025-09-05,1000,385.42,20,-23.7436895,-162.971260
P0210,North Spreads,Spreads,"Evans, Miller and Underwood",non-vegetarian,['nuts'],54,2025-06-25,2025-08-18,500,305.63,10,-28.5006185,-12.564383
P0211,This Spreads,Spreads,Clark-Wiley,eggs,"['nuts', 'dairy']",35,2025-05-28,2025-07-02,500,205.89,10,-79.5801945,-33.413134
P0212,Degree Beverages,Beverages,"Robinson, Ford and Taylor",vegan,['nuts'],164,2025-06-24,2025-12-05,250,374.94,20,88.0030825,-127.744525
P0213,Walk Dairy,Dairy,Long and Sons,non-vegetarian,"['eggs', 'soy']",147,2025-06-29,2025-11-23,250,128.13,20,30.4311025,-95.390397
P0214,Series Snacks,Snacks,Tanner-Kidd,vegan,"['dairy', 'nuts']",85,2025-06-20,2025-09-13,500,68.68,0,23.800169,155.593388
P0215,Begin Spreads,Spreads,Rasmussen-White,non-vegetarian,[],171,2025-05-14,2025-11-01,500,237.92,50,-85.1676535,-121.931011
P0216,Key Spreads,Spreads,Rodriguez PLC,vegan,"['nuts', 'soy']",54,2025-06-24,2025-08-17,250,357.9,20,-51.1653835,129.714087
P0217,Who Biscuits,Biscuits,"Owens, Davidson and Solomon",eggs,"['gluten', 'dairy']",176,2025-06-23,2025-12-16,250,346.68,20,-68.065364,101.192333
P0218,Will Spreads,Spreads,Murphy LLC,vegan,['soy'],77,2025-05-27,2025-08-12,750,448.25,30,-3.2889665,11.265909
P0219,Feel Meat,Meat,Perez LLC,eggs,['dairy'],54,2025-06-11,2025-08-04,500,257.14,0,-53.718567,-88.762059
P0220,Yet Dairy,Dairy,Gonzalez and Sons,eggs,[],141,2025-05-17,2025-10-05,1000,445.01,50,42.3457195,150.439595
P0221,Hundred Snacks,Snacks,"Dean, Jones and Arnold",vegan,['dairy'],145,2025-06-05,2025-10-28,500,361.93,20,40.4754355,-41.995903
P0222,Activity Biscuits,Biscuits,"Boyer, Alvarez and Jones",vegan,"['eggs', 'dairy']",90,2025-06-29,2025-09-27,250,108.09,50,88.733074,87.127380
P0223,Natural Dairy,Dairy,"Turner, Peters and Marquez",eggs,"['gluten', 'nuts']",63,2025-06-30,2025-09-01,500,183.89,30,56.795443,-29.812310
P0224,Measure Beverages,Beverages,Moon PLC,vegan,[],38,2025-07-05,2025-08-12,250,421.68,30,-27.2129515,-1.276767
P0225,Bank Sauces,Sauces,"Anderson, Brewer and Orozco",vegetarian,"['gluten', 'soy']",111,2025-05-27,2025-09-15,750,404.22,20,-37.449771,163.521283
P0226,Particularly Sauces,Sauces,"Adams, Hicks and Hayden",eggs,[],100,2025-06-25,2025-10-03,500,443.05,40,-29.408426,-139.388557
P0227,Your Biscuits,Biscuits,"Gutierrez, Becker and Harris",vegan,[],132,2025-06-16,2025-10-26,500,181.29,50,17.9226595,41.882252
P0228,Send Snacks,Snacks,Ross-Olson,non-vegetarian,['dairy'],135,2025-06-15,2025-10-28,750,279.78,20,46.4326875,-88.304396
P0229,Do Dairy,Dairy,Brown PLC,non-vegetarian,"['soy', 'dairy']",104,2025-06-24,2025-10-06,250,210.97,0,-8.5751905,135.016213
P0230,Window Meat,Meat,Gill-Hurley,non-vegetarian,[],110,2025-05-29,2025-09-16,250,327.02,20,28.4815675,164.013607
P0231,Environmental Dairy,Dairy,"Ramirez, Coffey and Mitchell",vegan,['eggs'],31,2025-05-19,2025-06-19,250,196.64,0,-79.946723,74.603919
P0232,Tax Beverages,Beverages,"Francis, Castillo and Dennis",non-vegetarian,"['soy', 'gluten']",142,2025-06-07,2025-10-27,250,371.15,40,-22.3152005,-45.108373
P0233,Early Beverages,Beverages,Perez and Sons,vegan,"['gluten', 'dairy']",96,2025-06-04,2025-09-08,1000,93.55,40,-85.9041185,-52.416805
P0234,Movie Meat,Meat,"Chambers, Perez and Hanson",vegetarian,['nuts'],40,2025-05-28,2025-07-07,250,187.74,30,-0.024838,-137.754862
P0235,Meeting Spreads,Spreads,Smith-Nixon,vegan,[],36,2025-06-01,2025-07-07,250,402.0,10,-77.0136665,-111.574195
P0236,Magazine Spreads,Spreads,"Valdez, Hartman and Trujillo",non-vegetarian,['eggs'],164,2025-06-09,2025-11-20,250,306.08,20,-34.133486,-16.301634
P0237,Yard Spreads,Spreads,Ruiz-Brooks,vegetarian,['nuts'],61,2025-06-07,2025-08-07,500,68.7,50,-72.025163,131.876779
P0238,End Spreads,Spreads,Mitchell Group,non-vegetarian,[],71,2025-06-25,2025-09-04,750,64.0,10,-27.9086555,-158.218266
P0239,Picture Snacks,Snacks,Ruiz LLC,eggs,['gluten'],138,2025-06-02,2025-10-18,250,179.27,0,-83.110865,-169.267042
P0240,Clear Cheese,Cheese,Bradley-Turner,vegan,[],67,2025-06-20,2025-08-26,250,87.35,40,-14.703794,37.997409
P0241,Cost Beverages,Beverages,Ball Group,eggs,[],44,2025-06-12,2025-07-26,250,400.98,10,9.1591625,-167.178822
P0242,Nature Spreads,Spreads,Reilly-Lutz,eggs,[],100,2025-05-27,2025-09-04,750,172.25,40,-49.7988235,-152.413329
P0243,Some Snacks,Snacks,Russell-Brown,vegetarian,[],130,2025-05-23,2025-09-30,250,407.35,10,-11.2211375,-33.500388
P0244,Single Dairy,Dairy,"Nielsen, Lindsey and Martin",vegetarian,['dairy'],101,2025-06-11,2025-09-20,500,469.29,40,-67.3213465,-82.005246
P0245,Air Sauces,Sauces,"Martinez, Martin and Ryan",eggs,['dairy'],121,2025-06-29,2025-10-28,500,249.95,0,59.3606825,-29.748886
P0246,Try Cheese,Cheese,Douglas-Allen,vegetarian,"['eggs', 'nuts']",150,2025-05-20,2025-10-17,500,113.69,20,64.5635045,-78.764671
P0247,Skin Meat,Meat,Patel Group,vegan,"['gluten', 'eggs']",99,2025-06-29,2025-10-06,250,117.85,10,32.3440055,-157.069182
P0248,Republican Cheese,Cheese,"Mcgrath, Castillo and Kennedy",vegetarian,"['soy', 'nuts']",77,2025-06-22,2025-09-07,500,226.74,50,-41.115179,-71.725443
P0249,Mother Dairy,Dairy,"Green, Hill and Munoz",vegan,[],108,2025-06-18,2025-10-04,750,369.04,30,-7.1892425,-165.502392
P0250,Information Sauces,Sauces,Newman-Jackson,non-vegetarian,['gluten'],68,2025-06-14,2025-08-21,1000,374.41,10,71.710831,-110.469394
P0251,Make Snacks,Snacks,Washington-Butler,vegetarian,"['dairy', 'soy']",157,2025-06-18,2025-11-22,250,312.26,30,-29.0566575,-54.455837
P0252,Believe Dairy,Dairy,Jenkins-Lopez,vegan,[],54,2025-05-13,2025-07-06,750,176.75,50,85.8369285,-35.724023
P0253,Song Dairy,Dairy,"Crane, Powell and Richmond",eggs,"['eggs', 'gluten']",74,2025-06-25,2025-09-07,500,425.28,10,53.3884695,158.961982
P0254,Woman Snacks,Snacks,"Johnson, Alvarado and Maldonado",vegan,['gluten'],95,2025-05-30,2025-09-02,250,458.05,10,52.3525635,-51.053972
P0255,Environment Dairy,Dairy,Hartman-Brown,vegan,"['soy', 'gluten']",74,2025-06-16,2025-08-29,500,95.49,10,-81.142834,-68.475234
P0256,Against Beverages,Beverages,Day PLC,non-vegetarian,"['gluten', 'eggs']",116,2025-06-07,2025-10-01,750,438.88,30,-53.3078315,-137.320248
P0257,Small Snacks,Snacks,Estrada-Chambers,vegan,[],106,2025-05-21,2025-09-04,250,357.51,0,71.1900125,-16.573085
P0258,Size Sauces,Sauces,Reeves Inc,eggs,[],106,2025-06-26,2025-10-10,1000,148.77,10,-55.9051025,-121.506679
P0259,Notice Sauces,Sauces,Wallace Group,vegan,"['gluten', 'eggs']",48,2025-05-17,2025-07-04,1000,480.25,10,-7.061733,-47.049714
P0260,Room Meat,Meat,Reed Group,eggs,['nuts'],133,2025-05-22,2025-10-02,750,232.63,30,71.9381365,-34.772406
P0261,Southern Biscuits,Biscuits,Travis-Atkins,eggs,"['nuts', 'gluten']",132,2025-06-18,2025-10-28,1000,102.64,0,-15.1884305,96.750273
P0262,Present Sauces,Sauces,Taylor-Butler,eggs,"['dairy', 'soy']",58,2025-07-01,2025-08-28,1000,291.42,40,-71.8651865,-179.064762
P0263,Energy Dairy,Dairy,Powell-Ward,non-vegetarian,['nuts'],120,2025-05-26,2025-09-23,500,166.04,10,-28.247692,108.741651
P0264,College Beverages,Beverages,Foster-Livingston,non-vegetarian,[],30,2025-06-01,2025-07-01,1000,131.11,40,16.5014555,-16.562474
P0265,General Meat,Meat,Lewis Group,vegetarian,[],122,2025-05-18,2025-09-17,500,418.03,0,53.7979485,-122.540757
P0266,Thing Cheese,Cheese,Washington-Goodman,vegan,"['nuts', 'dairy']",151,2025-05-20,2025-10-18,750,405.63,40,-0.494843,162.451137
P0267,What Dairy,Dairy,Gibson-Romero,eggs,[],88,2025-06-18,2025-09-14,250,381.73,40,53.5198035,170.718763
P0268,Science Snacks,Snacks,"Anthony, Jacobson and Price",eggs,"['soy', 'nuts']",176,2025-06-28,2025-12-21,500,50.38,20,26.901617,-45.172881
P0269,Stage Snacks,Snacks,"Moore, Caldwell and Campos",vegan,"['gluten', 'eggs']",180,2025-06-01,2025-11-28,750,493.58,0,37.998382,51.152839
P0270,Opportunity Dairy,Dairy,Edwards-Klein,vegetarian,[],115,2025-06-19,2025-10-12,750,463.81,20,0.562938,30.362348
P0271,Pull Meat,Meat,Webb-Lucero,vegan,[],81,2025-06-07,2025-08-27,1000,360.39,0,-4.572365,-1.934344
P0272,Whole Snacks,Snacks,Gardner Inc,eggs,['dairy'],162,2025-05-30,2025-11-08,750,395.73,10,26.6215535,76.245659
P0273,Whole Beverages,Beverages,"Roberts, Holland and Scott",vegan,"['soy', 'dairy']",87,2025-06-21,2025-09-16,750,204.45,50,-27.6179765,-59.342237
P0274,Practice Sauces,Sauces,Lopez-Ramsey,vegan,"['nuts', 'soy']",152,2025-06-24,2025-11-23,750,286.05,30,-13.0228565,-22.889333
P0275,Actually Beverages,Beverages,"Cain, Golden and Garcia",non-vegetarian,[],92,2025-05-31,2025-08-31,250,395.66,50,-13.3018285,15.316821
P0276,Water Dairy,Dairy,Cole LLC,vegetarian,"['soy', 'nuts']",142,2025-06-18,2025-11-07,250,491.75,50,-79.420769,-51.258791
P0277,Indeed Snacks,Snacks,Larson LLC,non-vegetarian,"['soy', 'eggs']",67,2025-06-15,2025-08-21,1000,116.06,30,-6.761509,-66.651293
P0278,Wrong Cheese,Cheese,Brown and Sons,non-vegetarian,"['nuts', 'eggs']",162,2025-05-17,2025-10-26,750,126.35,10,7.0209525,161.456206
P0279,Pay Dairy,Dairy,Mitchell-Tran,vegan,"['nuts', 'gluten']",153,2025-06-28,2025-11-28,250,124.42,50,-50.198335,63.885625
P0280,Training Snacks,Snacks,Mooney-Price,eggs,"['soy', 'gluten']",96,2025-06-15,2025-09-19,1000,383.42,30,-23.1450605,88.577184
P0281,Ok Dairy,Dairy,Cole-Gonzalez,eggs,[],111,2025-06-05,2025-09-24,250,355.56,0,47.378295,-168.513193
P0282,Country Dairy,Dairy,Dennis-Black,eggs,[],68,2025-07-01,2025-09-07,750,202.1,30,-71.698646,45.850080
P0283,Staff Meat,Meat,"Sloan, Graham and Dennis",eggs,['eggs'],61,2025-07-02,2025-09-01,500,322.58,30,47.9811765,-111.912066
P0284,Majority Snacks,Snacks,Mata Ltd,eggs,"['dairy', 'soy']",88,2025-05-17,2025-08-13,500,341.03,40,-37.9501315,-103.121564
P0285,Exist Biscuits,Biscuits,West Ltd,eggs,"['eggs', 'soy']",124,2025-06-17,2025-10-19,1000,355.62,30,-1.735210,131.733149
P0286,Eat Meat,Meat,"Russell, Mullins and Roberts",vegetarian,"['dairy', 'gluten']",44,2025-06-15,2025-07-29,1000,266.89,10,76.934461,108.095494
P0287,Effort Spreads,Spreads,Jacobs Inc,vegan,[],119,2025-06-09,2025-10-06,750,348.07,10,-44.6034965,-179.534052
P0288,Serve Dairy,Dairy,"Thompson, White and Graham",non-vegetarian,"['gluten', 'eggs']",173,2025-05-17,2025-11-06,500,402.87,30,-82.4798045,49.556280
P0289,Want Spreads,Spreads,"Pruitt, Brown and Armstrong",vegan,"['nuts', 'dairy']",147,2025-06-29,2025-11-23,1000,312.74,40,-82.7115255,-39.230555
P0290,Daughter Dairy,Dairy,Jensen-Stein,non-vegetarian,"['nuts', 'gluten']",34,2025-05-18,2025-06-21,750,227.95,50,-71.432488,69.045656
P0291,Accept Meat,Meat,Cohen-Lawrence,vegetarian,[],139,2025-05-15,2025-10-01,750,381.58,20,79.706644,-91.464256
P0292,Push Meat,Meat,Haynes Group,vegetarian,"['nuts', 'soy']",39,2025-06-15,2025-07-24,750,53.52,50,-87.714188,42.344260
P0293,Still Biscuits,Biscuits,"Smith, Brown and Kelley",non-vegetarian,"['soy', 'eggs']",164,2025-06-16,2025-11-27,1000,206.88,10,-41.885725,-82.424000
P0294,Lose Snacks,Snacks,Wallace PLC,non-vegetarian,[],128,2025-05-23,2025-09-28,1000,296.71,30,-37.198105,60.405267
P0295,Behavior Spreads,Spreads,Hodges-Mcdonald,eggs,['dairy'],75,2025-06-14,2025-08-28,250,174.21,40,-16.5920365,-56.231957
P0296,Make Biscuits,Biscuits,"Tucker, Thornton and Reyes",vegetarian,[],163,2025-06-01,2025-11-11,250,278.75,30,-70.3703005,-88.133945
P0297,Understand Snacks,Snacks,Foster-Ward,vegan,"['eggs', 'gluten']",69,2025-06-06,2025-08-14,500,255.03,0,7.084013,97.751702
P0298,Interview Snacks,Snacks,Garcia-Moore,vegetarian,"['dairy', 'gluten']",37,2025-05-20,2025-06-26,750,171.96,0,-68.2264795,-11.554123
P0299,Structure Snacks,Snacks,Green-Morris,eggs,"['nuts', 'gluten']",174,2025-07-05,2025-12-26,750,82.79,50,-39.311169,-12.720364
